seconds,estimated_hz,voiced_probability,retained
4.032000000000000028e+00,1.285068226458764968e+02,4.768699308253104147e-02,0.000000000000000000e+00
4.048000000000000043e+00,1.285068226458764968e+02,7.797523762294820970e-02,0.000000000000000000e+00
4.064000000000000057e+00,1.285068226458764968e+02,9.203757081218104374e-02,0.000000000000000000e+00
4.080000000000000071e+00,1.285068226458764968e+02,1.085797707287450009e-01,0.000000000000000000e+00
4.096000000000000085e+00,1.285068226458764968e+02,1.504646013433388052e-01,0.000000000000000000e+00
4.112000000000000099e+00,1.292512550962811702e+02,2.065067991177522710e-01,0.000000000000000000e+00
4.128000000000000114e+00,1.300000000000000000e+02,9.203757081218104374e-02,0.000000000000000000e+00
4.144000000000000128e+00,1.270307958964519628e+02,2.031762855636057991e-02,0.000000000000000000e+00
4.160000000000000142e+00,1.185239235125681887e+02,1.025905055977886261e-02,0.000000000000000000e+00
4.176000000000000156e+00,1.270307958964519628e+02,1.000032860450165983e-02,0.000000000000000000e+00
4.192000000000000171e+00,1.262991523499687645e+02,1.002672467381077008e-02,0.000000000000000000e+00
4.208000000000000185e+00,1.255717227602299175e+02,1.019107549696831282e-02,0.000000000000000000e+00
4.224000000000000199e+00,1.248484828566305538e+02,1.142233425070907429e-02,0.000000000000000000e+00
4.240000000000000213e+00,1.248484828566305538e+02,1.508558729750433813e-02,0.000000000000000000e+00
4.256000000000000227e+00,1.255717227602299175e+02,2.031762855636058684e-02,0.000000000000000000e+00
4.272000000000000242e+00,1.255717227602299175e+02,3.010686179419501049e-02,0.000000000000000000e+00
4.288000000000000256e+00,1.255717227602299175e+02,4.768699308253103453e-02,0.000000000000000000e+00
4.304000000000000270e+00,1.255717227602299175e+02,1.279370863012903314e-01,0.000000000000000000e+00
4.320000000000000284e+00,1.255717227602299175e+02,2.407543944755742293e-01,0.000000000000000000e+00
4.336000000000000298e+00,1.270307958964519628e+02,3.721358982975085938e-01,0.000000000000000000e+00
4.352000000000000313e+00,1.285068226458764968e+02,4.849868077159111834e-01,0.000000000000000000e+00
4.368000000000000327e+00,1.285068226458764968e+02,6.159498854580680582e-01,0.000000000000000000e+00
4.384000000000000341e+00,1.292512550962811702e+02,6.860828109301793098e-01,0.000000000000000000e+00
4.400000000000000355e+00,1.292512550962811702e+02,5.485250542599845458e-01,0.000000000000000000e+00
4.416000000000000369e+00,1.315105272392499387e+02,2.407543944755742293e-01,0.000000000000000000e+00
4.432000000000000384e+00,1.322723599733492108e+02,2.065067991177522988e-01,0.000000000000000000e+00
4.448000000000000398e+00,1.322723599733492108e+02,2.407543944755742293e-01,0.000000000000000000e+00
4.464000000000000412e+00,1.315105272392499387e+02,2.407543944755742293e-01,0.000000000000000000e+00
4.480000000000000426e+00,1.315105272392499387e+02,1.765306086328976010e-01,0.000000000000000000e+00
4.496000000000000441e+00,1.315105272392499387e+02,1.504646013433388330e-01,0.000000000000000000e+00
4.511999999999999567e+00,1.315105272392499387e+02,1.765306086328976010e-01,0.000000000000000000e+00
4.527999999999999581e+00,1.315105272392499387e+02,2.407543944755742293e-01,0.000000000000000000e+00
4.543999999999999595e+00,1.307530823388209456e+02,1.765306086328975732e-01,0.000000000000000000e+00
4.559999999999999609e+00,1.300000000000000000e+02,4.768699308253102759e-02,0.000000000000000000e+00
4.575999999999999623e+00,1.270307958964519628e+02,1.508558729750433813e-02,0.000000000000000000e+00
4.591999999999999638e+00,1.219969395672486030e+02,1.142233425070907429e-02,0.000000000000000000e+00
4.607999999999999652e+00,1.164877534485538177e+02,1.019107549696831108e-02,0.000000000000000000e+00
4.623999999999999666e+00,1.112273533387382969e+02,1.000032860450165983e-02,0.000000000000000000e+00
4.639999999999999680e+00,nan,1.000000020889274359e-02,0.000000000000000000e+00
4.655999999999999694e+00,1.450796285419290257e+02,1.000020633903134053e-02,0.000000000000000000e+00
4.671999999999999709e+00,1.442440313688198330e+02,1.002672467381077008e-02,0.000000000000000000e+00
4.687999999999999723e+00,1.450796285419290257e+02,1.025905055977886261e-02,0.000000000000000000e+00
4.703999999999999737e+00,1.450796285419290257e+02,1.142233425070907603e-02,0.000000000000000000e+00
4.719999999999999751e+00,1.450796285419290257e+02,1.310026255051339322e-02,0.000000000000000000e+00
4.735999999999999766e+00,1.450796285419290257e+02,2.031762855636057991e-02,0.000000000000000000e+00
4.751999999999999780e+00,1.450796285419290257e+02,6.608151270920702147e-02,0.000000000000000000e+00
4.767999999999999794e+00,1.450796285419290257e+02,7.797523762294820970e-02,0.000000000000000000e+00
4.783999999999999808e+00,1.450796285419290257e+02,1.279370863012904147e-01,0.000000000000000000e+00
4.799999999999999822e+00,1.450796285419290257e+02,1.279370863012903869e-01,0.000000000000000000e+00
4.815999999999999837e+00,1.442440313688198330e+02,1.279370863012903869e-01,0.000000000000000000e+00
4.831999999999999851e+00,1.434132468812870229e+02,1.504646013433388330e-01,0.000000000000000000e+00
4.847999999999999865e+00,1.409494931391843977e+02,1.085797707287449870e-01,0.000000000000000000e+00
4.863999999999999879e+00,1.338092907636539621e+02,4.768699308253104147e-02,0.000000000000000000e+00
4.879999999999999893e+00,1.353640798295248544e+02,1.646758759311300543e-02,0.000000000000000000e+00
4.895999999999999908e+00,1.361482359666814830e+02,7.797523762294819583e-02,0.000000000000000000e+00
4.911999999999999922e+00,1.353640798295248544e+02,1.504646013433387775e-01,0.000000000000000000e+00
4.927999999999999936e+00,1.353640798295248544e+02,2.065067991177522433e-01,0.000000000000000000e+00
4.943999999999999950e+00,1.345844400993790941e+02,2.065067991177522433e-01,0.000000000000000000e+00
4.959999999999999964e+00,1.338092907636539621e+02,1.279370863012903592e-01,0.000000000000000000e+00
4.975999999999999979e+00,1.338092907636539621e+02,1.279370863012903592e-01,0.000000000000000000e+00
4.991999999999999993e+00,1.338092907636539621e+02,1.279370863012903314e-01,0.000000000000000000e+00
5.008000000000000007e+00,1.322723599733492108e+02,1.279370863012903592e-01,0.000000000000000000e+00
5.024000000000000021e+00,1.307530823388209456e+02,1.504646013433387497e-01,0.000000000000000000e+00
5.040000000000000036e+00,1.292512550962811702e+02,1.279370863012903314e-01,0.000000000000000000e+00
